symbol,name,market_cap,address,price_usd
DOGEBULL,DOGEBULL/USD,,0x7aa6b33fb7f395ddbca7b7a33264a3c799fa626f,
DOGEHALF,DOGEHALF/USD,,,
DOGEHEDGE,DOGEHEDGE/USD,,,
DRGNBEAR,DRGNBEAR/USD,,0x223fb5c14c00cfb70cf56bb63c2eef2d74fe1a78,
DRGNBULL,DRGNBULL/USD,,0x3335f16af9008bfd32f1ee6c2be5d4f84fa0b9da,
DRGNHALF,DRGNHALF/USD,,,
DRGNHEDGE,DRGNHEDGE/USD,,,
EOSBEAR,EOSBEAR/USD,,0x3d3dd61b0f9a558759a21da42166042b114e12d5,
EOSBEAR,EOSBEAR/USDT,,0x3d3dd61b0f9a558759a21da42166042b114e12d5,
EOSBULL,EOSBULL/USD,,0xead7f3ae4e0bb0d8785852cc37cc9d0b5e75c06a,
EOSBULL,EOSBULL/USDT,,0xead7f3ae4e0bb0d8785852cc37cc9d0b5e75c06a,
EOSHALF,EOSHALF/USD,,,
EOSHEDGE,EOSHEDGE/USD,,0xb38f206615325306dddeb0794a6482486b6b78b8,
ETCBEAR,ETCBEAR/USD,,,
ETCBULL,ETCBULL/USD,,0x974c98bc2e82fa18de92b7e697a1d9bd25682e80,
ETCHALF,ETCHALF/USD,,,
ETCHEDGE,ETCHEDGE/USD,,,
ETHBEAR,ETHBEAR/USD,,0x2f5e2c9002c058c063d21a06b6cabb50950130c8,
ETHBEAR,ETHBEAR/USDT,,0x2f5e2c9002c058c063d21a06b6cabb50950130c8,
ETHBULL,ETHBULL/USD,,0x871baed4088b863fd6407159f3672d70cd34837d,
ETHBULL,ETHBULL/USDT,,0x871baed4088b863fd6407159f3672d70cd34837d,
ETHHALF,ETHHALF/USD,,,
ETHHEDGE,ETHHEDGE/USD,,0x10e1e953ddba597011f8bfa806ab0cc3415a622b,
EXCHBEAR,EXCHBEAR/USD,,0x6baa91cd8aa07431760ef2eedfedcef662a6b8b3,
EXCHBULL,EXCHBULL/USD,,0x592ef68c18f05a22c5890263dea5d952dd140d2a,
EXCHHALF,EXCHHALF/USD,,,
EXCHHEDGE,EXCHHEDGE/USD,,0xf8cc67e304f8e1a351ed83b4dbbe6b4076d51376,
GRTBEAR,GRTBEAR/USD,,,
GRTBULL,GRTBULL/USD,,,
HALF,HALF/USD,,,
HALFSHIT,HALFSHIT/USD,,,
HEDGE,HEDGE/USD,,0x1fa3bc860bf823d792f04f662f3aa3a500a68814,
HEDGESHIT,HEDGESHIT/USD,,0x1d9cd2180fd4e9771fca28681034d02390b14e4c,
HTBEAR,HTBEAR/USD,,0x86eb791495be777db763142a2c547d1112554fb8,
HTBULL,HTBULL/USD,,0x0d5e2681d2aadc91f7da4146740180a2190f0c79,
HTHALF,HTHALF/USD,,,
HTHEDGE,HTHEDGE/USD,,,
IBVOL,IBVOL/USD,,0x627e2ee3dbda546e168eaaff25a2c5212e4a95a0,
KNCBEAR,KNCBEAR/USD,,,
KNCBEAR,KNCBEAR/USDT,,,
KNCBULL,KNCBULL/USD,,,
KNCBULL,KNCBULL/USDT,,,
KNCHALF,KNCHALF/USD,,,
KNCHEDGE,KNCHEDGE/USD,,,
LEOBEAR,LEOBEAR/USD,,0x3c955e35b6da1ff623d38d750c85b3aed89a10c1,
LEOBULL,LEOBULL/USD,,0xc2685307ef2b8842fbf3def432408c46bd0420fd,
LEOHALF,LEOHALF/USD,,,
LEOHEDGE,LEOHEDGE/USD,,,
LINKBEAR,LINKBEAR/USD,,0xa209ba34c01a2713a4453a656630cc9de8a362bc,
LINKBEAR,LINKBEAR/USDT,,0xa209ba34c01a2713a4453a656630cc9de8a362bc,
LINKBULL,LINKBULL/USD,,0x83ad87c988ac0c6277c0c6234cc8108b20bb5d9b,
LINKBULL,LINKBULL/USDT,,0x83ad87c988ac0c6277c0c6234cc8108b20bb5d9b,
LINKHALF,LINKHALF/USD,,,
LINKHEDGE,LINKHEDGE/USD,,,
LTCBEAR,LTCBEAR/USD,,0xb422e605fbd765b80d2c4b5d8196c2f94144438b,
LTCBEAR,LTCBEAR/USDT,,0xb422e605fbd765b80d2c4b5d8196c2f94144438b,
LTCBULL,LTCBULL/USD,,0xdb61354e9cf2217a29770e9811832b360a8daad3,
LTCBULL,LTCBULL/USDT,,0xdb61354e9cf2217a29770e9811832b360a8daad3,
LTCHALF,LTCHALF/USD,,,
LTCHEDGE,LTCHEDGE/USD,,0xd0c64d6c0e9aa53fffd8b80313e035f7b83083f3,
MATICBEAR2021,MATICBEAR2021/USD,,,
MATICBULL,MATICBULL/USD,,0x7e03521b9da891ca3f79a8728e2eaeb24886c5f9,
MATICHALF,MATICHALF/USD,,,
MATICHEDGE,MATICHEDGE/USD,,,
MIDBEAR,MIDBEAR/USD,,0xc82abb524257c8ee4790bfdefb452b2d6a395e21,
MIDBULL,MIDBULL/USD,,0x59db60bd41bbc8ca4c1efee6ea2a97eae1e30cf5,
MIDHALF,MIDHALF/USD,,,
MIDHEDGE,MIDHEDGE/USD,,,
MKRBEAR,MKRBEAR/USD,,,
MKRBULL,MKRBULL/USD,,,
OKBBEAR,OKBBEAR/USD,,,
OKBBULL,OKBBULL/USD,,0x8af785687ee8d75114b028997c9ca36b5cc67bc4,
OKBHALF,OKBHALF/USD,,,
OKBHEDGE,OKBHEDGE/USD,,0x889bc62e94bb6902d022bb82b38f7fcd637df28c,
PAXGBEAR,PAXGBEAR/USD,,0x3c4a46f0c075a7f191a7459bb51eb1f81ac36f8a,
PAXGBULL,PAXGBULL/USD,,0x81f09ed4b98b1c8e99b1fa838b72acb842afe94c,
PAXGHALF,PAXGHALF/USD,,,
PAXGHEDGE,PAXGHEDGE/USD,,,
PRIVBEAR,PRIVBEAR/USD,,,
PRIVBULL,PRIVBULL/USD,,,
PRIVHALF,PRIVHALF/USD,,,
PRIVHEDGE,PRIVHEDGE/USD,,,
SUSHIBEAR,SUSHIBEAR/USD,,,
SUSHIBULL,SUSHIBULL/USD,,,
SXPBEAR,SXPBEAR/USD,,,
SXPBULL,SXPBULL/USD,,,
SXPHALF,SXPHALF/USD,,,
SXPHALF,SXPHALF/USDT,,,
SXPHEDGE,SXPHEDGE/USD,,,
THETABEAR,THETABEAR/USD,,,
THETABULL,THETABULL/USD,,,
THETAHALF,THETAHALF/USD,,,
THETAHEDGE,THETAHEDGE/USD,,,
TOMOBEAR2021,TOMOBEAR2021/USD,,,
TOMOBULL,TOMOBULL/USD,,0xa38920c00d1a5303db538a3ea08da7a779e1f751,
TOMOHALF,TOMOHALF/USD,,,
TOMOHEDGE,TOMOHEDGE/USD,,,
TRXBEAR,TRXBEAR/USD,,0x86807da5b92d31f67e128771cacb85f3579646ea,
TRXBULL,TRXBULL/USD,,0xc175e77b04f2341517334ea3ed0b198a01a97383,
TRXHALF,TRXHALF/USD,,,
TRXHEDGE,TRXHEDGE/USD,,0xe58c8df0088cf27b26c7d546a9835deacc29496c,
TRYBBEAR,TRYBBEAR/USD,,0xa5ddfca8b837ccd0cf80fe6c24e2a9018fb50dba,
TRYBBULL,TRYBBULL/USD,,0xc7038ccf60e48c5b7119e55566a6ad9f2d66c7c2,
TRYBHALF,TRYBHALF/USD,,,
TRYBHEDGE,TRYBHEDGE/USD,,,
UNISWAPBEAR,UNISWAPBEAR/USD,,,
UNISWAPBULL,UNISWAPBULL/USD,,,
USDTBEAR,USDTBEAR/USD,,0x0cd6c8161f1638485a1a2f5bf1a0127e45913c2f,
USDTBULL,USDTBULL/USD,,0x8cce19943a01e78b7c277794fb081816f6151bab,
USDTHALF,USDTHALF/USD,,,
USDTHEDGE,USDTHEDGE/USD,,,
VETBEAR,VETBEAR/USD,,,
VETBEAR,VETBEAR/USDT,,,
VETBULL,VETBULL/USD,,,
VETBULL,VETBULL/USDT,,,
VETHEDGE,VETHEDGE/USD,,,
XAUTBEAR,XAUTBEAR/USD,,0x31cbf205e26ba63296fdbd254a6b1be3ed28ce47,
XAUTBULL,XAUTBULL/USD,,0xc9287623832668432099cef2ffdef3ced14f4315,
XAUTHALF,XAUTHALF/USD,,,
XAUTHEDGE,XAUTHEDGE/USD,,,
XLMBEAR,XLMBEAR/USD,,0x960efd63ae895f165d874e6cc62501fd0e7dc50a,
XLMBULL,XLMBULL/USD,,0x3a43a04d80f9881d88080bf9fa8bb720afb6c966,
XRPBEAR,XRPBEAR/USD,,0x94fc5934cf5970e944a67de806eeb5a4b493c6e6,
XRPBEAR,XRPBEAR/USDT,,0x94fc5934cf5970e944a67de806eeb5a4b493c6e6,
XRPBULL,XRPBULL/USD,,0x27c1ba4f85b8dc1c150157816623a6ce80b7f187,
XRPBULL,XRPBULL/USDT,,0x27c1ba4f85b8dc1c150157816623a6ce80b7f187,
XRPHALF,XRPHALF/USD,,,
XRPHEDGE,XRPHEDGE/USD,,0x55b54d8fb1640d1321d5164590e7b020ba43def2,
XTZBEAR,XTZBEAR/USD,,0xbc41d05287498dec58129560de6bd1b8d4e3ac1d,
XTZBEAR,XTZBEAR/USDT,,0xbc41d05287498dec58129560de6bd1b8d4e3ac1d,
XTZBULL,XTZBULL/USD,,0x8af17a6396c8f315f6b6dbc6aa686c85f9b3e554,
XTZBULL,XTZBULL/USDT,,0x8af17a6396c8f315f6b6dbc6aa686c85f9b3e554,
XTZHALF,XTZHALF/USD,,,
XTZHEDGE,XTZHEDGE/USD,,,
ZECBEAR,ZECBEAR/USD,,,
ZECBULL,ZECBULL/USD,,0xd437d88153daef4784cacd2084b1d8cc2d3312b8,
